标注人_0,标注人_1,appid,序号,url,title,desc,0_场景,1_场景,0_行业,1_行业
tml,zz,4efdbc1f-3829-4bad-8152-eda8b8849b61,465,http://www.rabbitpre.com/m/FBAmVBeid,天空之眼 看大美合肥,天空之眼看合肥，“大湖名城，创新高地”魅力无穷。,政府事务,null,政府综合服务,
tml,zz,fb15b518-eeb2-4798-b918-9a101c1c0f31,466,http://www.rabbitpre.com/m/m6nA3qQ,民生银行带您走进家庭消费新时代,民生银行专业消费贷款团队，您专属的家庭财富管家，竭诚为您服务。,产品推广,null,银行,
tml,zz,5ee7d1fc-92b9-451b-8b9b-db2d714ade95,467,http://www.rabbitpre.com/m/zNY3bEvii,t3c-唐三彩淮安万达广场店盛大开业,美妆奥莱  限时优惠 开业爆品享不停,开业,null,购物中心,
tml,zz,50beef81-c2e7-41a6-b8d1-f81d34077c51,468,http://www.rabbitpre.com/m/YRZbeil,南京网络培训2.1,货拉拉网络培训，请认证做好培训试题，完成后2个工作日我们即会联系您，请耐心等待！,产品推广,null,商业经验技能培训,
tml,zz,3ce155f6-00e2-4f69-bf04-e3c49f59c4c8,469,http://www.rabbitpre.com/m/bEvURYnzj,招聘！|众米网络寻找技术大牛！最强团队邀你一起合伙，共同成就,我们的梦想是星辰大海，我们需要和你一起拉起帆。,招聘,null,内容平台,
tml,zz,35e430ab-654f-4fd3-b458-d86fdd2800b5,470,http://www.rabbitpre.com/m/yyUnyqQ,王者疆场 见证荣耀,王者疆场 见证荣耀,产品推广,null,住宅,
tml,zz,d34c1fbf-9f3a-4680-a74a-67fedfdb3724,471,http://www.rabbitpre.com/m/ieQnE3m,绿色大使邀请函,,行业论坛,null,粮油副食,
tml,zz,c30fbea1-dedd-4a9a-8c8d-997ef9321bd5,472,http://www.rabbitpre.com/m/E3VvijNQA,我们出资，你开公司！分你原始股，你来当CEO！,,招聘,null,酒,
tml,zz,bf9e8b7e-c84a-4f21-a03d-8887a9fa9942,473,http://www.rabbitpre.com/m/JNVVBbI,爱尚饼干,（西安文理学院广告二班）邢苗。邱文雯,产品推广,null,休闲食品,
tml,zz,3a13d276-9217-45e9-afdd-76546de8381b,474,http://www.rabbitpre.com/m/baUZ3bM2F,中国医师协会美容与整形医师分会,中国医师协会美容与整形医师分会 规范操作专家讲习团美容讲习团 （南宁站）巡讲通知,讲座,null,美容整形,
tml,zz,60ba1e70-002c-4fa0-88d1-6b384e9dbb87,475,http://www.rabbitpre.com/m/bUVZRrN,益有万家英雄帖,产品免费使用！还能得到益有万家600万广告费！！您还在等什么？,产品推广,null,家庭日用,
tml,zz,d9c54eeb-0e36-49f5-a4f3-31df90445a77,476,http://www.rabbitpre.com/m/RIRQInz7a,【@您收到一份邀请函】,乌鲁木齐首家设计师集合店，从此您也可以有“御用设计师”！,产品推广,null,服装相关,
tml,zz,4021d61a-8b17-40a3-9f8e-b4aed9ba122b,477,http://www.rabbitpre.com/m/z6raMbt,骆云莲和古路村的春天,“云梯女代表”骆云莲和四川雅安仅有的不通公路的行政村古路村一同迎来发展的春天,产品推广,null,政府综合服务,
tml,zz,f740110c-6804-4a10-8e73-45c37aedde64,478,http://www.rabbitpre.com/m/VnNInzjVR,项城戈美其5周年庆典,集赞赢豪礼啦,产品推广,null,服装相关,
tml,zz,4295bac0-8365-4284-874b-057857773b9e,479,http://www.rabbitpre.com/m/UJB3mqQ,十岁成长礼邀请函,十岁，我们长大了，心怀感恩，共同见证~拉小三（7）班,校园事务,null,学校教育,
tml,zz,cd69fe41-bc17-4d4e-a51b-dd2f504e3466,480,http://www.rabbitpre.com/m/j7Auaizrk,添乐·哆啦A梦小蜜罐产品,,产品推广,null,清洁洗涤,
tml,zz,82b4ffd3-3943-429b-8040-1b81d1c18d96,481,http://www.rabbitpre.com/m/7eqEfayjN,51华夏贷 ,空前“利”好，限席发售 杭州用户专享 ,产品推广,null,互联网金融,
tml,zz,f80913fc-ce5e-4b55-ac74-cb24c7b5ac7f,482,http://www.rabbitpre.com/m/AYfyVnNI4,汉堡王出事啦！！！寻人！用尽洪荒之力，寻找你！,火爆来袭！全球连锁汉堡王来了，真正的火烤汉堡，来我大口里了！,产品推广,null,餐饮,
tml,zz,76615a6f-bf1c-4daa-91f1-c7bdbf862b4c,483,http://www.rabbitpre.com/m/qYFZBjM,2016国家继教项目研习班,本次研习班由成都中医药大学附属医院神经内科主办，将是推动学科全面发展的重要平台。,产品推广,null,医疗,
tml,zz,da6e6d36-784c-4d42-9a7f-d01ea75f1a16,484,http://www.rabbitpre.com/m/rUBY3Fv64,人保寿险黑龙江分公司开门红盛大启动,我们将竭诚为您服务！了解更多人保寿险保险产品，欢迎致电客服热线咨询。,产品推广,null,保险,
tml,zz,c7600967-7a4d-4590-87f9-759d473c04a1,485,http://www.rabbitpre.com/m/IBFzQrG,属于你的购物攻略-广西,提供新鲜、超值、品质、健康的商品给您挑选！,产品推广,null,零售渠道,
tml,zz,a6c94ae9-532d-45e4-8b78-7377ee3809f8,486,http://www.rabbitpre.com/m/Qeaijb6YC,湖北区做农资的必看,2016年，哈哈农庄掀起低价化肥风暴，经销商朋友准备好迎接财富了吗？,产品推广,null,农业,
tml,zz,06f8069b-7be8-48ad-9c96-5066ace6fec0,487,http://www.rabbitpre.com/m/ryzriVBmA,2016名之成美业企业文化大PK精彩回顾,不忘初心回归专业，技术过硬服务过硬，名之成美业企业文化大PK精彩回顾。,产品推广,null,美发美甲,
tml,zz,b9c3d66c-210b-477d-bd86-70f7e67d1ddb,488,http://www.rabbitpre.com/m/qUFvMn8,【周扒皮】长城明星，第一名竟然是他！,,团队展示/团建,null,汽车,
tml,zz,708c7de0-60bb-4c09-9829-1407251df8e3,489,http://www.rabbitpre.com/m/iUraEvz,歌曲“梦中的妈妈”太美啦,母亲节祝福  梦中的妈妈 太美啦     QQ：老乐 微信a386050093,心灵鸡汤,null,无行业,
tml,zz,f076ae77-3b31-4c6f-bf2c-f9adf76fae87,490,http://www.rabbitpre.com/m/7YJnjVnVa,韩加保洁柜产品介绍！,韩加告诉你，2015年家电最赚钱的项目，家电市场冷淡？只因没有找到好的项目！,产品推广,null,清洁洗涤,
tml,zz,611ca094-fb11-446f-844c-5de723764dec,491,http://www.rabbitpre.com/m/zrMIJBA2x,华润万家华东标超-会员感恩,会员顾客独享商品，让利1000万！不含糊！领册时间：8月19日-8月25日，会员顾客购物即可领取。,产品推广,null,零售渠道,
tml,zz,16227eec-ad71-4ec9-be2f-149ece1a78e2,492,http://www.rabbitpre.com/m/eYNjYrx,秦汉第一碗,秦汉第一碗  汉中热米皮,产品推广,null,餐饮,
tml,zz,dd122474-66bc-4e64-9414-d893fa9ad2b2,493,http://www.rabbitpre.com/m/qUnjj72N,يول بەرگىن-مۇزىكىلىق ئالبوم,ئەسەرلەرلە ر سالونى,外文作品,null,无行业,
tml,zz,c85f1b96-c649-4438-b220-2f0c6098d027,494,http://www.rabbitpre.com/m/3VZJfUfqK,你在吗？一起创造未来的合伙人！,中原凤凰，梦想合伙人招募中！,招聘,null,市场媒介、文创,
tml,zz,c911867b-411e-4fa8-8ca6-3507bd3a9655,495,http://www.rabbitpre.com/m/rUJBFfs,送CHANEL2016新款唇釉丨口红在手就是那么性感,"红色本就属于CHANEL！今年更以""LETREDRULE""杀得钱包措手不及！",产品推广,null,美妆,
tml,zz,db416c29-0bba-45c9-8f3f-ca9b7f463490,496,http://www.rabbitpre.com/m/JfqyVfUZu,رەنجىشىم يوق - مەن ئامراق♬,,外文作品,null,无行业,
tml,zz,2111d875-300e-4c63-8e63-e7f459a16c50,497,http://www.rabbitpre.com/m/uEzimaO,MCC  Invitation,MCC Electronic China 2016 Invitation,产品推广,null,3C产品,
tml,zz,df6f79ba-f24c-4cfc-838a-6154fdf4a445,498,http://www.rabbitpre.com/m/7jIvqa,伯乐在此，恭候最优秀的您！,长沙雅士亚华美达广场酒店“春暖花开”招聘季,招聘,null,酒店,
tml,zz,2ed37f82-e278-4e3c-922b-c1ba8725ee6f,499,http://www.rabbitpre.com/m/3zjNQIJv7,烟台黄金职业学院欢迎您！,展望未来，激情满怀！,校园事务,null,学校教育,
tml,zz,247139c8-8bb6-4e08-b072-28a634c3ca6b,500,http://www.rabbitpre.com/m/Zji2Eve,小小金融商务合作,小小金融商务合作,行业论坛,null,互联网金融,
tml,ljh,ca578caf-203d-4b29-9a8b-3d3fe51e9316,1401,http://www.rabbitpre.com/m/263emmr,惹恋 金鳞权杖/女王桂冠 携领神话,钻石衬托女人的高贵，权杖则是女王的象征，拥有一支“Relian” 口红，你就是女王！,产品推广,产品推广,美妆,美妆
tml,ljh,693d839d-fd22-4e6c-9e54-08c98b68077b,1402,http://www.rabbitpre.com/m/ra6eMmzzN,新春有奖问答•同方全球人寿,金猴贺岁，人人有礼，新春有奖问答开始啦！答对2题，即有机会领取大奖，海量好礼等你来拿…,产品推广,产品推广,保险,保险
tml,ljh,5c670ad9-a34f-475b-83f8-a1249cf8e37d,1403,http://www.rabbitpre.com/m/zQreayV,精品列车 优质出行,,政府事务,产品推广,政府综合服务,交通
tml,ljh,ff39d13a-1674-413b-8c8a-de354e7ca88e,1404,http://www.rabbitpre.com/m/6Y3NIRmFN,健儿屋“时尚亲子秀”开始报名啦！啦啦啦!,本次“时尚亲子秀”由健儿屋&美力艾佳联合举办。三周岁以下宝宝即可参加，可在连锁门店或微信报名。,艺术竞赛,产品推广,特长或素质培训,母婴用品
tml,ljh,2e22a085-3283-4886-8a82-0b2fa746b19a,1405,http://www.rabbitpre.com/m/aQFvAz7,2016年年会冯董重要讲话（文化篇）,,事务性通知/科普,公司会议,其它社会服务,工具软件
tml,ljh,96d28151-aa6f-4f80-aa3f-e20fac29e623,1406,http://www.rabbitpre.com/m/JfUJv6QYe,均信担保高新分公司,高新分公司成立于2013年10月，现有正式员工23人，我公司在保余额6亿。,产品推广,产品推广,担保,担保
tml,ljh,5b3205d3-78f6-4f36-94fb-a6bae27049d5,1407,http://www.rabbitpre.com/m/vmAZnei,警惕买房陷阱！！！,当代滨江MOMA，你是开发商还是黑社会！,心灵鸡汤,个人其它,无行业,无行业
tml,ljh,3d7ecbbe-4ab4-49ee-b575-71caca46bbed,1408,http://www.rabbitpre.com/m/uqy2iuN,北京一品堂【艾多喜】,三百年古方调阴阳，中医药补肾大市场，独家配方发明专利，深挖补肾财富金矿,产品推广,产品推广,保健品/OTC,保健品/OTC
tml,ljh,314864f6-2158-4d5f-821e-3fd9e39e42cb,1409,http://www.rabbitpre.com/m/IZJFvuk,周末休闲度假那里去——蔡集镇吴楼人家农家乐休闲渔场欢迎您！,周末休闲度假去：蔡集镇吴楼人家农家乐休闲渔场吧，哪里有优质的骆马湖水源，鱼类品种丰富。,产品推广,产品推广,度假,度假
tml,ljh,9cc384ad-8e8f-4891-8743-40f9ff742d64,1410,http://www.rabbitpre.com/m/B2baqE3zI,西固华帝盛大开业8.28等你来、、、、、、,西固华帝开业钜惠  厂价同庆,开业,开业;产品推广,购物中心,家电
tml,ljh,b3cb6971-28f6-4bbb-9c21-fb5f08b32c96,1411,http://www.rabbitpre.com/m/jNe6mNIJi,最最最诚挚的新年祝福送给您！,金猴报春·灵猴献瑞·马上封侯·猴年吉祥,心灵鸡汤,节日祝福,无行业,无行业
tml,ljh,411241dc-202d-4acb-a094-d4d9633b79c2,1412,http://www.rabbitpre.com/m/nbq6IvUBu,"""招""式已出，等你接招 ——中国航发红林2017校园招聘会",中国航发红林2017校园招聘会,招聘,招聘,机械制造,机械制造
tml,ljh,b79539c3-e784-4700-8eeb-5a1ac265e115,1413,http://www.rabbitpre.com/m/qMQeqEvih,廉江小花脸少儿美术班＆手工班暑假开始招生了。,廉江最专业的少儿美术培训机构。我们致力开发孩子的创造力，想象力，智力，以动手为主启发孩子科学思考。,产品推广,产品推广,特长或素质培训,特长或素质培训
tml,ljh,676fda37-aeaf-44ba-8fd1-6cf49b9019f3,1414,http://www.rabbitpre.com/m/2EVzmio,大龙学校学生美术书法作品展邀请函,主办单位：肇庆学院美术学院 端州区教育局 肇庆市端州区大龙学校 承办单位：端州区文化馆,行业展会,博物/艺术展,艺术品古董,学校教育
tml,ljh,da0653ca-c0b9-4a2b-ac9f-ca0394c09581,1415,http://www.rabbitpre.com/m/E7Z7byl,黑格伯爵产品发布会邀请函,黑格伯爵产品发布会将于2016-03-05下午14:30-17:00隆重举行，诚挚邀请您莅临参加！,产品推广,产品推广,学校教育,应试及考证培训
tml,ljh,11574dc8-e910-459e-948c-d4773e32d690,1416,http://www.rabbitpre.com/m/fERAAQ2rG,喜临门财富峰会, 未来，已来,行业论坛,公司会议,理财,家纺
tml,ljh,31be9108-bea0-4a20-915d-0503005514a9,1417,http://www.rabbitpre.com/m/6RR3Qbj,D·E 2017春夏发布会邀请函,9.22 - 9.26 D-HARRY&EUROANGEL 2017春夏发布会暨订货会邀请,产品推广,产品推广,服装,服装
tml,ljh,845d3701-7fc9-4fe1-9709-b7c2d92a2931,1418,http://www.rabbitpre.com/m/nqIRFzI,苗条靠跑步？你out啦!,教你get新技能!,产品推广,产品推广,休闲食品,休闲食品
tml,ljh,e1a77bdf-416c-492d-8231-806323d1dfb8,1419,http://www.rabbitpre.com/m/uyiiiaQ,香江德福锦香坊年货,,产品推广,产品推广,休闲食品,休闲食品
tml,ljh,45430d9f-ed66-4371-8dc9-64987ea44ec0,1420,http://www.rabbitpre.com/m/ua2yY3I,诸城最后一片仙山净土……,贡翠香茗带你走进原生态风景区，寻找真正的无公害食材。,产品推广,产品推广,生鲜水果,旅游
tml,ljh,d3af5be7-cff0-462c-9698-e59a8e5c45ae,1421,http://www.rabbitpre.com/m/IFJNBnt,荐人！站住！,出卖基友得500万，你真的不干？,招聘,招聘,金融财会,互联网金融
tml,ljh,fd938b01-5d78-4c40-861d-d5e7c15bff30,1422,http://www.rabbitpre.com/m/Zfi6fig,支付一分钱，海量商品0元抢！,59store 59节金融专场一分钱秒杀,产品推广,产品推广,电商,电商
tml,ljh,5f3001c4-5757-43c0-92c2-0e7adb72f5ab,1423,http://www.rabbitpre.com/m/AmjFvirEM,武汉市急救中心光华路站落户市六医院,辐射周边等多个社区，快速打通生命通道，着力应对市民突发、紧急状况。,事务性通知/科普,产品推广,医疗,医疗
tml,ljh,718f3033-0a80-4388-aad0-60ea1a3430e6,1424,http://www.rabbitpre.com/m/BRNRvmp,广州10月8日（周六）《ageLOC me商机交流会》,全球第一台私人定制智能护肤机器人颠覆人类的护肤习惯，无限商机属于先知先觉的你！,行业展会,产品推广,其它3C产品,其它3C产品
tml,ljh,672c1647-eca4-4276-b2e1-e9624a6975fa,1425,http://www.rabbitpre.com/m/7uqEJBAAJ,艺心美术万圣狂欢夜,万圣节party邀你来狂欢,俱乐部活动,朋友聚会,艺术品古董,无行业
tml,ljh,79c2db4d-fb95-468d-8d7d-e3303bdb1ef0,1426,http://www.rabbitpre.com/m/2qERJ3c,王牌医生京城论剑，品牌是如何炼成的？| 约么,第六届移动医疗产业大会“互联网+品牌医生”论坛诚邀你来,行业论坛,行业论坛,医疗,医疗
tml,ljh,1e79b01c-450a-43dc-a00a-a2406ba1624b,1427,http://www.rabbitpre.com/m/UveyimI,我是第{{count}}位参加此次点击的用户,解码八月，军迷集结,俱乐部活动,产品推广,其它社会服务,服装相关
tml,ljh,73713172-70bd-4942-a37b-7fe0528093b3,1428,http://www.rabbitpre.com/m/B27eEnVBx,全能生活城,太原恒大城,产品推广,产品推广,住宅,住宅;商业地产
tml,ljh,64854362-94c4-4f81-8dd0-7bee39d4c3dd,1429,http://www.rabbitpre.com/m/ANviUz9,沅江重庆富鑫七月火爆有礼,七月火爆，重庆富鑫充值大回馈！,产品推广,产品推广,保健按摩,保健按摩
tml,ljh,9332beaa-cf16-4af0-aea7-63bc306121e7,1430,http://www.rabbitpre.com/m/z72z727eI,بولدىغۇ ئازاپ-مۇزىكىلىق ئالبۇم,2016-يىللىق ئەڭ يېڭى ناخشا ,外文作品,外文作品,无行业,无行业
tml,ljh,d9d65b11-c895-461f-8620-6cc9bf4e9c23,1431,http://www.rabbitpre.com/m/7uiVRIJJN,不一样的端午节,回家陪着爸妈才是这个节日真正的意义。,节日祝福,产品推广,无行业,酒
tml,ljh,34f61765-07a5-46b2-a786-40b762bf53e7,1432,http://www.rabbitpre.com/m/fEBYfURIr,腾讯2016年毕业生封培日记,腾讯2016年毕业生第四批封培日记,校园事务,团队展示/团建,学校教育,软件互联网
tml,ljh,d0febf81-6954-4da2-8052-42aa03628d72,1433,http://www.rabbitpre.com/m/YZJvUb5,中国联通泸州市分公司,“互联网+”战略合作协议签约仪式,公司会议,产品推广,通信,通信
tml,ljh,a4a11338-51d8-4d33-82c8-46170a6b737f,1434,http://www.rabbitpre.com/m/birqMeqaT,2016加入停云优秀团队的最佳机会！,2016加入停云团队的最佳机会。,招聘,招聘,自媒体,服装
tml,ljh,83435da7-28e4-4890-a396-482a007378cc,1435,http://www.rabbitpre.com/m/fueQfeb,元下田小学招生资讯,元下田小学2016年秋季招生资讯,校园事务,校园事务,学校教育,学校教育
tml,ljh,fb971789-1b17-49c1-a8e3-5bb77ff3b760,1436,http://www.rabbitpre.com/m/vY3Urat,指上美食东站店开业,开业大吉，全场8折。,开业,开业;产品推广,餐饮,餐饮
tml,ljh,f5a72508-c2e1-423e-9ccf-b62ca1e9c458,1437,http://www.rabbitpre.com/m/fqir6mNQb,不将就—源自武陵,未被人知的三大花田之一的“何家岩梯田”，就在这里。,产品推广,产品推广,政府综合服务,粮油副食
tml,ljh,e841079a-2424-4cae-a600-8feff94357c1,1438,http://www.rabbitpre.com/m/URbaymd,【实例实说】谁都适合选择伊斯兰,,外文作品,外文作品,无行业,无行业
tml,ljh,6947755d-9909-4a9c-a4cc-0ffa2ec07ec5,1439,http://www.rabbitpre.com/m/jUZjI3E,浦源招聘,在整个经济增长放缓的情况下，浦源仍然保持2位数的增长，后劲实足，发展中的企业，需要更多优秀的人才。,招聘,招聘,休闲食品,粮油副食
tml,ljh,b0a2b2db-4f0a-4a36-b8bd-bbb6d75cade4,1440,http://www.rabbitpre.com/m/ZzeYbmB,钱袋宝伯乐奖，因您精彩！,一卷风云琅琊榜，囊尽内外奇英才！,招聘,招聘,互联网金融,工具软件
tml,ljh,c8c67bd1-cbd7-44f2-a5e2-591dd9b869ff,1441,http://www.rabbitpre.com/m/ARnQVf6,预见未来—机器人亲子体验展！高逼格！超科普！,全国巡展龙岩万宝广场站！9.15正式开展！与/高逼格.智能/机器人亲密接触！,行业展会,产品推广,其它3C产品,其它3C产品
tml,ljh,8eb35583-8e6c-4507-9383-22d8478a0895,1442,http://www.rabbitpre.com/m/Ab2Efu9,蒙扎中国商城品鉴交流会,蒙扎中国商城品鉴交流会，诚挚地邀请您拨冗莅临！5月28日下午14:00，我们不见不散！,行业展会,招商,贸易批发,商业地产
tml,ljh,19c7c098-42af-4488-adaa-78b852ff128c,1443,http://www.rabbitpre.com/m/3AJZBzE,长沙海尔地产·鸿玺福利到，幸运“赚”盘百分百！,听说你就是那个万众瞩目的幸运儿？,产品推广,产品推广,住宅,住宅
tml,ljh,dfc88b81-2291-4d7a-8d10-6a2633371c40,1444,http://www.rabbitpre.com/m/3NAYnFZBZ,会议通知！第二届浙中区域肿瘤专病中心高峰论坛, 第二届浙中区域肿瘤专病中心高峰论坛暨急腹症影像诊断与介入微创关键技术学习班，丽水市放射学术年会,行业论坛,行业论坛,医疗,医疗
tml,ljh,caf234dd-9e05-43aa-8eee-10e1b8e7a6a9,1445,http://www.rabbitpre.com/m/bEnaU3J,杨易营销策划招聘,杨易营销策划机构，期待优秀的你加入！,招聘,招聘,自媒体,广告
tml,ljh,bff25f96-b40b-4cc5-b4e9-30f97c33dcfc,1446,http://www.rabbitpre.com/m/2zrEfUJfn,2016团拜会邀请函,5173邀请您参加2016新春团拜会,年会/庆典,年会/庆典,游戏,游戏
tml,ljh,6907472a-b56f-4d8b-ba91-dfb333008e2a,1448,http://www.rabbitpre.com/m/AB3uaev,尚湖金牌石材背景10月5日开业啦！,尚湖金牌石材背景10月5日开业啦！,开业,产品推广,非生活消费品,家装建材
tml,ljh,052159b8-6738-414b-aed1-de22c9ef44f5,1449,http://www.rabbitpre.com/m/ZnYfAvE,涡阳出大事啦！,4月8日—4月10日九天家私“踏青季破冰价”疯狂来袭！,产品推广,产品推广,旅游,家具
tml,ljh,7d73caae-3280-4e70-8259-e448c8548bf5,1450,http://www.rabbitpre.com/m/77Zveen,三潜社开业大趴请你来high！,不是一路人，不潜一片海。 三潜社是你可靠的Buddy! 10月2日不可能错过你！,开业,开业;产品推广,特长或素质培训,运动健身
tml,ljh,1c356e30-3b89-49e4-9d9f-a8c75a726853,1451,http://www.rabbitpre.com/m/QrIrIvF,VV云交易火爆上线！,手指VV一动，财富滚滚而来,产品推广,产品推广,互联网金融,互联网金融
tml,ljh,9c439152-3cc3-4833-991d-96d4237c86e6,1452,http://www.rabbitpre.com/m/JjMviur,中国人寿客户服务节10周年VIP客户答谢会暨养老社区项目发布,健康管理     养老养生,行业展会,产品推广,保险,保险
tml,ljh,f74a4553-af1a-4852-8514-ed5d7593df16,1453,http://www.rabbitpre.com/m/6QYR2b62Z,红苹果家具“双11”品质家居10月29-11月13日钜惠！,拼个性：可定制衣柜尺寸、颜色、图案，百变组合，彰显品味； 拼价格：中高端品牌，性价比空前…… ,产品推广,产品推广,家具,家具
tml,ljh,31f8942c-e3a0-459c-8d4c-98e1f10e7ffc,1454,http://www.rabbitpre.com/m/QmVJZRQmt,我要天然 更美肌,我要天然 更美肌,产品推广,产品推广,护肤,护肤
tml,ljh,82544d34-b708-48d0-afba-1f9826e9fafc,1455,http://www.rabbitpre.com/m/VfuY7zj,亿利来春季盛典邀请函,亿利来2016春季盛典邀请函,行业展会,年会/庆典,服装相关,贸易批发
tml,ljh,140f0200-8580-4758-8ecf-79263d155165,1456,http://www.rabbitpre.com/m/izFJvaU39,我寄送了第{{count}}封给浙大的家书。,浙大，我们不说再见！我感恩你给予我的，我践行你期望我的。,个人其它,校园事务,学校教育,学校教育
tml,ljh,1ec5f337-a146-40c4-bbb7-7aa10aff8a9e,1457,http://www.rabbitpre.com/m/nquqiyU,BIFU 2016 SS NEW ARRIVALS,,产品推广,产品推广,服装相关,服装
tml,ljh,9df6e172-6c2a-4ef8-8f4d-9c1e8a85b628,1458,http://www.rabbitpre.com/m/JnEvIjr,荷慕，美白篇,以爱之名，和和睦睦。,产品推广,产品推广,面部护理,护肤
tml,ljh,c59db032-28d8-4b5b-b379-7c44a5d7187e,1459,http://www.rabbitpre.com/m/YRNv2q9,奇蹟生醫國際-李明和醫師,奇蹟生醫國際優質醫師-李明和醫師,产品推广,产品推广,美容整形,美容整形
tml,ljh,6460c7fc-580d-4c37-9253-df8c9d363fcf,1460,http://www.rabbitpre.com/m/Bj6RJnm,中秋月饼·步步高,步步高月饼·不很甜,产品推广,产品推广,休闲食品,休闲食品
tml,ljh,72dcf48c-168b-45c3-ac60-313781805028,1461,http://www.rabbitpre.com/m/VBeqqqyFk, 疯狂科学  快乐寒假,清华少年科学家邀请您一起畅享寒假 亲近科学,校园事务,产品推广,学校教育,特长或素质培训
tml,ljh,c3ebeb9d-7823-4b7f-a764-c7d70f938c21,1462,http://www.rabbitpre.com/m/mFJJnraM8,庭园餐厅、Nice清吧5月15日周日下午四点半盛大开业,只要转发此链接即可在开业当天到店免费喝160打百威、哈啤!,开业,产品推广,餐饮,餐饮
tml,ljh,25c98380-02f0-4262-af1e-cfe75cacc140,1463,http://www.rabbitpre.com/m/FVviArG,我的药学业务培训课邀请函,和我一起参加，还有机会抽大奖哦。,事务性通知/科普,行业论坛,医疗,医疗
tml,ljh,2cf77693-0029-4f3c-9438-17ddaf55b58f,1464,http://www.rabbitpre.com/m/MBFrmel,圣济堂商学院第一期培训现场报道（一）,圣者贤、济者善、堂者忠,行业论坛,公司会议,商业经验技能培训,医药用品
tml,ljh,3ef190dc-feb9-4705-b544-6e063339b640,1465,http://www.rabbitpre.com/m/bYvIne3,0元购，不能不来！,"中佳易购携手广德首届建材品牌0元购！不管您多忙,这次机会您不能错过！",产品推广,产品推广,家装建材,家具;家装建材
tml,ljh,2c6af0af-1647-4910-9f0c-3757d1d0c982,1466,http://www.rabbitpre.com/m/jQV3quw,三月女神节 最美女播客,生活中的她们，又有怎样的一面？,产品推广,团队展示/团建,自媒体,媒体
tml,ljh,db216945-529f-443a-afd3-edab015bcc16,1467,http://www.rabbitpre.com/m/7bUryq5,热烈祝贺红寺堡200兆瓦项目顺利并网,,年会/庆典,团队展示/团建,能源,基建
tml,ljh,01c97de7-94e5-46e1-bc76-09c1ddce9b93,1468,http://www.rabbitpre.com/m/QvYjEn9,教师资格证我选择启峰教育,2016教师资格证全国统考，我选择启峰教育培训课程。你呢？,产品推广,产品推广,应试及考证培训,应试及考证培训
tml,ljh,e1735119-713a-4bfe-91ad-d3becb9f4df9,1469,http://www.rabbitpre.com/m/uQFFVvJ,唯美动,唯美动游泳培训班开始招生了,产品推广,产品推广,特长或素质培训,特长或素质培训
tml,ljh,1ba7c70e-9212-46fe-a6dc-851a10b680a7,1470,http://www.rabbitpre.com/m/RbmiUnq,教师节 - 蒙古语祝福贺卡，送给您！,"送给所有的老师，我的老师,您好吗？",节日祝福,外文作品,无行业,无行业
tml,ljh,73283758-6bf1-4c51-a9d3-d3ff71d6eab8,1471,http://www.rabbitpre.com/m/n6j6buW,汕头东海一览（芃盛）教育--激发右脑潜能、提高学习能力,效果明显，欢迎体验,产品推广,产品推广,特长或素质培训,应试及考证培训
tml,ljh,0027cb70-d242-4123-96e6-a2361223d1e0,1472,http://www.rabbitpre.com/m/vyuyuau,壹加壹“八大金刚”全新上市,壹加壹“八大金刚”全新上市,产品推广,产品推广,美容整形,家装建材
tml,ljh,d01dd283-d7c9-44cb-9aae-5afb6b16d12e,1473,http://www.rabbitpre.com/m/77zaUzj,已有{{count}}人关注广益汽车2016年元旦盛大开业,1月4日前，只要转发本贴并集够58个赞，即免费送室内或机头精洗 ，期间进店还有礼品相关。,开业,产品推广,汽车,汽车服务;汽车配饰
tml,ljh,f7194bae-e653-4064-b060-f52004a3f08b,1474,http://www.rabbitpre.com/m/e2MZbq0,丰矿人在南昌的家，你知道吗？,丰矿姐妹来东堃，愿东堃成为你”远方“的家。,产品推广,校园事务,学校教育,学校教育
tml,ljh,245b217f-ec15-4008-9015-7c8e2e4ab554,1475,http://www.rabbitpre.com/m/y72VvU3F4,民生银行广州分行诚聘英才,大不一样的民生 等你挑战,招聘,招聘,银行,银行
tml,ljh,7de48517-9b73-4144-b75b-926e06f55360,1476,http://www.rabbitpre.com/m/AQYJJBIBU,【东郊紫园】城市中心 双水岸独栋,500万免息！中环双水岸独栋巨惠来袭！,产品推广,产品推广,住宅,住宅
tml,ljh,b087ed3d-5919-41de-a6a6-7ed3fd77aeaa,1477,http://www.rabbitpre.com/m/eEnInyX,趁年轻 要辉煌,合富辉煌营销革命新军大招募！,招聘,招聘,地产中介,房地产
tml,ljh,4d8e3f6c-6568-4f40-b331-cdd034e9d1cd,1478,http://www.rabbitpre.com/m/f2QZ3qL,1688诚信通介绍,一站式采购批发平台，全球最领先的网上交易市场和商人社区,产品推广,产品推广,电商,电商
tml,ljh,42ae5aad-3372-46f6-9d85-32036b4d31b8,1479,http://www.rabbitpre.com/m/mABR7vL,赋彩韵 | 美籍华裔画家张华教授个人作品展,美籍华裔画家张华教授个人作品展，极具个性化特色的意象绘画风格作品,行业展会,博物/艺术展,无行业,无行业
